id,produzent,modell,typ,inch,controller,lift,date,notiz,cap,seek,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,mtbf
1504,QUANTUM,,LPS105AT,3.5,AT,,,,105,17,755,16,0,0,0,0,0,0,60
1505,QUANTUM,,LPS105S,3.5,SCSI,,,,105,17,1219,4,0,0,0,0,0,0,60
1506,QUANTUM,,LPS120AT,3.5,AT,,,,122,16,905,5,53,0,0,0,0,0,0
1507,QUANTUM,,LPS240AT,3.5,AT,,,,245,16,723,13,51,0,0,0,0,0,0
1508,QUANTUM,,LPS525AT,3.5,AT,,,,525,10,1017,16,63,0,0,0,0,0,0
1509,QUANTUM,,LPS52AT,3.5,AT,,,,52,17,751,8,0,0,0,0,0,0,60
1510,QUANTUM,,LPS52S,3.5,SCSI,,,,52,17,1219,2,0,0,0,0,0,0,60
1511,QUANTUM,,P210AT,3.5,AT,,,,210,15,873,13,0,0,0,0,0,0,0
1512,QUANTUM,,P210S,3.5,SCSI2,,,,210,15,1156,7,0,0,0,0,0,0,0
1513,QUANTUM,,PRODRV-100E,3.5,ESDI,,,,103,19,0,0,0,0,0,0,0,0,0
1514,QUANTUM,,PRODRV-330AT,3.5,IDE,Y,,,336,14,0,0,0,0,0,0,0,0,150
1515,QUANTUM,,PRODRV-330S,3.5,SCSI,Y,,,336,14,0,0,0,0,0,0,0,0,150
1516,QUANTUM,,PRODRV-425AT,3.5,IDE,Y,,,425,14,0,0,0,0,0,0,0,0,0
1517,QUANTUM,,PRODRV-425S,3.5,SCSI,Y,,,425,14,0,0,0,0,0,0,0,0,0
1518,QUANTUM,,Q160,5.2,SCSI,,,,200,26,0,12,0,0,0,0,0,0,0
1519,QUANTUM,,Q2040,8,,,,,32,0,0,0,0,0,0,0,0,0,0
1520,QUANTUM,,Q2080,8,,,,,70,0,0,0,0,0,0,0,0,0,0
1521,QUANTUM,,Q250,5.2,SCSI,,,,53,26,823,4,0,0,0,0,0,0,0
1522,QUANTUM,,Q280,5.2,SCSI,,,,0,26,823,6,0,0,0,0,0,0,0
1523,QUANTUM,,Q510,,MFM,,,,0,17,512,2,17,0,0,0,256,0,0
1524,QUANTUM,,Q520,,MFM,,,,18,0,512,4,17,0,0,0,256,0,0
1525,QUANTUM,,Q530,,MFM,,,,27,0,512,6,17,0,0,0,256,0,0
1526,QUANTUM,,Q540,,MFM,,,,36,0,512,8,17,0,0,0,256,0,0
1527,QUME,,"R 200",,,,,,0,0,0,0,0,0,0,0,0,0,0
1528,QUME,,"R 300",,,,,,0,0,0,0,0,0,0,0,0,0,0
1529,RICOH,,RH-5130,,MFM,,,,10,85,612,2,17,0,0,0,400,0,0
1530,RICOH,,RH-5260,,MFM,,,,10,85,615,2,17,0,0,0,0,0,0
1531,RICOH,,RH-5261,,SCSI,,,,10,85,615,2,0,0,0,0,0,0,0
1532,RICOH,,RH-5500,5.2,SCSI,N,,,50,25,1285,2,76,0,0,0,0,0,20
1533,RICOH,,RS-9150AR,5.2,SCSI,J,,,48,25,1285,2,76,0,0,0,0,0,20
1534,RMS,,"RMS 503",,MFM,,,,0,0,153,2,17,0,0,0,77,0,0
1535,RMS,,"RMS 506",,MFM,,,,5,0,153,4,17,0,0,0,77,0,0
1536,RMS,,"RMS 512",,MFM,,,,10,0,153,8,17,0,0,0,77,0,0
1537,RODIME,,"20 PLUS",,"SCSI MAC",,,,20,70,0,0,33,0,0,0,0,0,30
1538,RODIME,,"45 PLUS",,"SCSI MAC",,,,40,45,0,0,34,0,0,0,0,0,30
1539,RODIME,,"COBRA 1000E",,"SCSI MAC",Y,,,1000,15,0,0,0,0,0,0,0,0,100
1540,RODIME,,"COBRA 100E",3.5,"SCSI MAC",Y,,,100,18,868,7,0,0,0,0,0,0,30
1541,RODIME,,"COBRA 100I",3.5,"SCSI MAC",Y,,,100,18,868,7,0,0,0,0,0,0,30
1542,RODIME,,"COBRA 110AT",3.5,IDE,Y,,,110,20,0,0,0,0,0,0,0,0,40
1543,RODIME,,"COBRA 110E",3.5,SCSI,,,,105,18,0,4,0,0,0,0,0,0,30
1544,RODIME,,"COBRA 210AT",3.5,IDE,Y,,,210,20,1216,9,0,0,0,0,0,0,40
1545,RODIME,,"COBRA 210E",3.5,"SCSI MAC",Y,,,210,18,1216,9,0,0,0,0,0,0,30
1546,RODIME,,"COBRA 210I",3.5,"SCSI MAC",Y,,,210,18,1216,9,0,0,0,0,0,0,30
1547,RODIME,,"COBRA 330E",,"SCSI MAC",Y,,,330,15,0,0,0,0,0,0,0,0,50
1548,RODIME,,"COBRA 40AT",3.5,IDE,Y,,,42,20,1170,2,36,0,0,0,0,0,40
1549,RODIME,,"COBRA 45E",3.5,"SCSI MAC",Y,,,40,19,868,3,0,0,0,0,0,0,30
1550,RODIME,,"COBRA 45I",3.5,"SCSI MAC",Y,,,40,19,868,3,0,0,0,0,0,0,30
1551,RODIME,,"COBRA 650E",,"SCSI MAC",Y,,,650,17,0,0,0,0,0,0,0,0,50
1552,RODIME,,"COBRA 650E",5.2,SCSI,,,,650,17,0,15,0,0,0,0,0,0,50
1553,RODIME,,"COBRA 70E",3.5,"SCSI MAC",Y,,,70,18,868,5,0,0,0,0,0,0,30
1554,RODIME,,"COBRA 70I",3.5,"SCSI MAC",Y,,,70,18,868,5,0,0,0,0,0,0,30
1555,RODIME,,"COBRA 80AT",3.5,IDE,Y,,,84,19,1159,4,36,0,0,0,0,0,40
1619,RODIME,,RO-200,5.2,MFM,,,,11,0,321,4,17,0,0,0,0,0,0
1620,RODIME,,RO-200,5.2,MFM,N,,,10,85,321,4,17,0,0,0,132,0,0
1621,RODIME,,RO-3071A,3.5,IDE,Y,,,60,18,0,0,0,0,0,0,0,0,0
1622,RODIME,,RO-3095A,3.5,IDE,Y,,,80,18,0,0,0,0,0,0,0,0,0
1623,RODIME,,RO-3099A,3.5,IDE,Y,,,80,19,0,0,0,0,0,0,0,0,0
1624,RODIME,,RO-3121A,3.5,IDE,Y,,,122,18,0,0,0,0,0,0,0,0,50
1625,RODIME,,RO-3130S,3.5,SCSI,,,,105,22,1047,7,30,0,0,0,0,0,20
1626,RODIME,,RO-3135A,3.5,IDE,,,,112,19,923,7,0,0,0,0,0,0,0
1627,RODIME,,RO-3139S,3.5,SCIS2,Y,,,112,0,1148,5,0,0,0,0,0,0,100
1628,RODIME,,RO-3151A,3.5,IDE,,,,122,18,0,0,0,0,0,0,0,0,0
1629,RODIME,,RO-3259S,3.5,SCSI2,,,,210,0,1189,9,0,0,0,0,0,0,100
1630,RODIME,,RO-3331S,3.5,SCSI2,Y,,,331,13,1497,7,0,0,0,0,0,0,100
1631,RODIME,,RO-3426S,3.5,SCSI2,Y,,,426,13,1497,9,0,0,0,0,0,0,100
1632,RODIME,,RO-3540S,3.5,SCSI2,Y,,,540,13,1568,11,0,0,0,0,0,0,100
1633,RODIME,,RO-5178S,5.2,SCSI,,,,144,19,1219,7,0,0,0,0,0,0,0
1556,RODIME,,RO101,5.2,MFM,,,,6,96,192,2,17,0,0,0,0,0,0
1557,RODIME,,RO102,5F,MFM,N,,,7,85,192,4,17,0,0,0,0,192,12
1558,RODIME,,RO103,5F,MFM,N,,,10,85,192,6,17,0,0,0,0,192,12
1559,RODIME,,RO104,5F,MFM,N,,,13,85,192,8,17,0,0,0,0,192,12
1560,RODIME,,RO128A,3H,AT-BUS,J,,,106,18,868,7,34,0,0,0,,868,30
1561,RODIME,,RO201,5.2,MFM,,,,5,85,321,2,17,0,0,0,0,0,0
1562,RODIME,,RO201E,5.2,MFM,,,,11,55,640,2,17,0,0,0,0,0,0
1563,RODIME,,RO202,5F,MFM,N,,,11,90,320,4,17,0,0,0,0,320,12
1564,RODIME,,RO202E,5F,MFM,N,,,22,60,640,4,17,0,0,0,0,640,12
1565,RODIME,,RO203,5F,MFM,N,,,17,90,320,6,17,0,0,0,0,320,12
1566,RODIME,,RO2031,,MFM,,,,0,0,320,6,17,0,0,0,0,0,0
1567,RODIME,,RO203E,5F,MFM,N,,,33,60,640,6,17,0,0,0,0,640,12
1568,RODIME,,RO204,5F,MFM,N,,,22,90,320,8,17,0,0,0,0,320,12
1569,RODIME,,RO204E,5F,MFM,N,,,44,60,640,8,17,0,0,0,0,640,12
1570,RODIME,,RO251,5.2,MFM,,,,5,85,306,2,17,0,0,0,0,0,0
1571,RODIME,,RO252F,5.2,MFM,,,,11,85,306,4,17,0,0,0,0,0,0
1572,RODIME,,RO3000A-NAT,,RLL,,,,0,0,625,5,27,0,0,0,0,0,0
1573,RODIME,,RO3000A-XLAT,,MFM,,,,0,0,992,5,17,0,0,0,0,0,0
1574,RODIME,,RO3040S,3,SCSI,,,,0,0,872,3,0,0,0,0,0,0,0
1575,RODIME,,RO3045,5F,MFM,J,,,38,28,872,5,17,0,0,0,650,872,12
1576,RODIME,,RO3055,3H,MFM,J,,,46,28,872,6,17,0,0,0,650,872,20
1577,RODIME,,RO3056,3.5,MFM,+,1992-12-10,,46,28,872,6,17,0,0,0,650,0,20
1578,RODIME,,RO3057S,3H,SCSI,J,,,45,28,680,5,26,0,0,0,,680,20
1579,RODIME,,RO3058A,3H,AT-BUS,J,,,45,18,868,3,34,0,0,0,,868,30
1580,RODIME,,RO3058T,3H,SCSI,J,,,45,18,868,5,34,0,0,0,,868,30
1581,RODIME,,RO3059A,3.5,AT,+,1992-12-10,,47,18,1216,2,34,0,0,0,0,0,30
1582,RODIME,,RO3059T,3.5,SCSI,,,,47,18,1216,2,34,0,0,0,0,0,0
1583,RODIME,,RO3060R,3H,RLL,J,,,50,28,750,5,26,0,0,0,600,750,20
1584,RODIME,,RO3065,3H,MFM,J,,,53,28,872,7,17,0,0,0,650,872,20
1585,RODIME,,RO3070S,3.5,SCSI,,,,71,28,872,5,0,0,0,0,0,0,0
1586,RODIME,,RO3075R,3H,RLL,J,,,60,28,750,6,26,0,0,0,600,750,20
1587,RODIME,,RO3085R,3H,RLL,J,,,70,28,750,7,26,0,0,0,600,750,20
1588,RODIME,,RO3085S,3H,SCSI,J,,,70,28,750,7,26,0,0,0,,750,20
1589,RODIME,,RO3088A,3H,AT-BUS,J,,,76,18,868,5,34,0,0,0,,868,30
1590,RODIME,,RO3088T,3H,SCSI,J,,,76,18,868,5,34,0,0,0,,868,30
1591,RODIME,,RO3089A,3.5,AT,,,,70,18,1216,3,0,0,0,0,0,0,0
1592,RODIME,,RO3089T,3.5,SCSI,,,,70,18,1216,3,0,0,0,0,0,0,0
1593,RODIME,,RO3128A,3.5,AT,+,,,106,18,868,7,34,0,0,0,0,0,30
1594,RODIME,,RO3128T,3.5,SCSI,+,,,106,18,868,7,34,0,0,0,0,0,30
1595,RODIME,,RO3128T,3H,SCSI,J,,,106,18,868,7,34,0,0,0,,868,30
1596,RODIME,,RO3129A,3.5,AT,+,,,106,18,1091,5,0,0,0,0,0,0,30
1597,RODIME,,RO3129T,3.5,SCSI,+,,,106,18,1216,6,0,0,0,0,0,0,30
1598,RODIME,,RO3130T,,SCSI,,,,106,0,1053,7,0,0,0,0,0,0,0
1599,RODIME,,RO3139A,3.5,AT,+,,,113,18,1168,5,0,0,0,0,0,0,30
1600,RODIME,,RO3199A,3.5,AT,+,,,163,18,1216,7,0,0,0,0,0,0,30
1601,RODIME,,RO3199T,3.5,SCSI,+,,,163,18,1216,7,0,0,0,0,0,0,30
1602,RODIME,,RO3259A,3H,AT-BUS,J,,,210,18,1216,9,41,0,0,0,,1216,30
1603,RODIME,,RO3259T,3H,SCSI,J,,,210,18,1216,9,41,0,0,0,,1216,30
1604,RODIME,,RO351,,MFM,,,,0,85,306,2,17,0,0,0,0,0,0
1605,RODIME,,RO352,3H,MFM,N,,,11,85,306,4,17,0,0,0,0,306,12
1606,RODIME,,RO365,3.5,MFM,,,,0,0,612,4,17,0,0,0,0,0,0
1607,RODIME,,RO5040,,SCSI,,,,0,28,1224,3,0,0,0,0,0,0,0
1608,RODIME,,RO5065,5,MFM,+,,,53,28,1224,5,17,0,0,0,0,0,0
1609,RODIME,,RO5075S,,SCSI,,,,0,28,0,0,0,0,0,0,0,0,0
1610,RODIME,,RO5090,5H,MFM,J,,,75,28,1224,7,17,0,0,0,,1224,20
1611,RODIME,,RO5095R,5.2,RLL,+,,,81,28,1224,5,26,0,0,0,0,0,20
1612,RODIME,,RO5125E,5F,ESDI,+,,,113,24,1224,5,36,0,0,0,0,0,30
1613,RODIME,,RO5125ST,5H,SCSI,J,,,103,24,1219,5,33,0,0,0,,1219,30
1614,RODIME,,RO5130R,5H,RLL,J,,,114,28,1224,7,26,0,0,0,,1224,20
1615,RODIME,,RO5180E,5H,ESDI,,,,158,24,1224,7,36,0,0,0,0,0,0
1616,RODIME,,RO5180ST,5H,SCSI,J,,,144,24,1219,7,33,0,0,0,,1219,30
1617,RODIME,,RO652,3H,SCSI,N,,,21,85,306,4,33,0,0,0,,306,12
1618,RODIME,,RO752A,5,SCSI,,,,21,0,306,4,0,0,0,0,0,0,0
1634,SAMSUNG,,SHD-2040N,3.5,RLL,,,,44,39,820,4,26,0,0,0,0,0,0
1635,SAMSUNG,,SHD-2041B,3.5,AT,,,,47,29,820,4,28,0,0,0,0,0,30
1636,SEAGATE,,100S,3.5,MFM,,,,88,15,1072,9,17,0,0,0,0,0,0
1637,SEAGATE,,100S-I,5.2,MFM,,,,80,28,1024,9,17,0,0,0,0,0,0
1638,SEAGATE,,110CH-I,5.2,SCSI,,,,89,18,1024,5,36,0,0,0,0,0,0
1639,SEAGATE,,110EH-I,5.2,ESDI,,,,94,18,1024,5,34,0,0,0,0,0,0
1640,SEAGATE,,1201E,3.5,ESDI,,,,170,0,0,0,0,0,0,0,0,0,0
1641,SEAGATE,,150S,3.5,RLL,,,,133,15,1072,9,26,0,0,0,0,0,0
1642,SEAGATE,,180C-I,5.2,SCSI,,,,155,16,969,9,34,0,0,0,0,0,0
1643,SEAGATE,,180E-I,5.2,ESDI,,,,151,16,969,9,34,0,0,0,0,0,0
1644,SEAGATE,,200AT,3.5,AT,,,,170,15,1072,9,36,0,0,0,0,0,0
1645,SEAGATE,,210CH-I,5.2,SCSI,,,,183,18,1544,5,0,0,0,0,0,0,0
1646,SEAGATE,,3212,,,,,,0,0,612,2,0,0,0,0,0,0,0
1647,SEAGATE,,97501-15G,5F,SCSI2,,,,1350,12,0,17,0,0,0,0,0,0,100
1648,SEAGATE,,"SG 10B",,,,,,10,0,305,4,0,0,0,0,0,0,0
1649,SEAGATE,,"SG 15C",,,,,,15,0,305,6,0,0,0,0,0,0,0
1650,SEAGATE,,"SG 5A",,,,,,5,0,152,4,0,0,0,0,0,0,0
1651,SEAGATE,,"SG 5B",,,,,,5,0,305,2,0,0,0,0,0,0,0
1652,SEAGATE,,ST1057A,3H,AT-BUS,J,,,49,20,940,3,36,0,0,0,,1023,50
1653,SEAGATE,,ST1057N,3H,SCSI,J,,,49,20,940,3,34,0,0,0,,0,50
1654,SEAGATE,,ST1090A,3.5,AT,+,,,79,15,1072,5,29,0,0,0,0,0,70
1655,SEAGATE,,ST1090N,,SCSI,+,,,79,15,1068,5,29,0,0,0,0,0,70
1656,SEAGATE,,ST1096N,3H,SCSI,J,,,84,24,906,7,26,0,0,0,,909,50
1657,SEAGATE,,ST1100,3.5,MFM,,,,84,15,1072,9,17,0,0,0,0,0,70
1658,SEAGATE,,ST1102A,3,AT,,,,84,20,965,5,0,1024,10,17,0,0,50
1659,SEAGATE,,ST1102A,3H,AT-BUS,J,,,84,20,1024,10,17,0,0,0,,1023,50
1660,SEAGATE,,ST1102M,3.5,SCSI2,,,,84,20,0,5,0,0,0,0,0,0,50
1661,SEAGATE,,ST1102N,3H,SCSI,J,,,84,20,965,5,0,0,0,0,,0,50
1662,SEAGATE,,ST1106R,3.5,RLL,Y,,,91,24,977,7,26,0,0,0,0,0,50
1663,SEAGATE,,ST11102A,3.5,AT,,,,89,19,0,0,0,0,0,0,0,0,150
1664,SEAGATE,,ST1111A,3.5,AT,+,,,98,15,1072,5,36,0,0,0,0,0,70
1665,SEAGATE,,ST1111E,3.5,ESDI,+,,,98,15,1072,5,36,0,0,0,0,0,70
1666,SEAGATE,,ST1111N,3.5,SCSI,+,,,98,15,1068,5,36,0,0,0,0,0,70
1667,SEAGATE,,ST11200N,3.5,SCSI2,,,,1050,12,1877,15,0,0,0,0,0,0,200
1668,SEAGATE,,ST1126A,3.5,AT,+,1992-12-14,,111,15,1072,7,29,914,14,17,0,0,70
1669,SEAGATE,,ST1126N,3.5,SCSI,+,,,111,15,1068,7,29,0,0,0,0,0,70
1670,SEAGATE,,ST1133A,3.5,AT,,,,117,15,1272,5,36,0,0,0,0,0,70
1671,SEAGATE,,ST1133N,3.5,SCSI,,,,113,15,1268,5,36,0,0,0,0,0,0
1672,SEAGATE,,ST1133NS,3.5,SCSI2,Y,,,113,15,1268,5,36,0,0,0,0,0,150
1673,SEAGATE,,ST1144A,3H,AT-BUS,J,,,126,20,1009,7,34,1001,15,17,,1023,50
1674,SEAGATE,,ST1144N,3H,SCSI,J,,,126,20,0,0,0,0,0,0,,0,50
1675,SEAGATE,,ST1150R,3.5,RLL,+,1992-12-14,,133,15,1072,9,26,0,0,0,0,0,70
1676,SEAGATE,,ST1156A,3.5,AT,+,,,138,15,1072,7,36,0,0,0,0,0,70
1677,SEAGATE,,ST1156E,3.5,ESDI,+,,,138,15,1072,7,36,0,0,0,0,0,70
1678,SEAGATE,,ST1156N,3.5,SCSI,+,,,138,15,1068,7,36,0,0,0,0,0,70
1679,SEAGATE,,ST1156NS,3.5,SCSI2,Y,,,137,15,1068,7,36,0,0,0,0,0,70
1680,SEAGATE,,ST1156R,3.5,RLL,Y,,,138,15,1072,7,36,0,0,0,0,0,70
1681,SEAGATE,,ST1162A,3.5,AT,+,1992-12-14,,143,15,1072,9,29,0,0,0,0,0,70
1682,SEAGATE,,ST1162N,3.5,SCSI,+,,,142,15,1068,9,29,0,0,0,0,0,70
1683,SEAGATE,,ST1182E,3.5,ESDI,Y,,,161,0,972,9,36,0,0,0,0,0,0
1684,SEAGATE,,ST1186A,3.5,AT,+,,,164,15,1272,7,36,0,0,0,0,0,70
1685,SEAGATE,,ST1186A,3.5,AT,,,,164,15,636,9,56,0,0,0,0,0,0
1686,SEAGATE,,ST1186A,3.5,AT,,,,164,15,692,14,33,0,0,0,0,0,0
1687,SEAGATE,,ST1186N,3.5,SCSI,,,,158,15,1268,7,36,0,0,0,0,0,150
1688,SEAGATE,,ST1186NS,3.5,SCSI2,Y,,,163,15,1268,7,36,0,0,0,0,0,150
1689,SEAGATE,,ST1201A,3.5,AT,+,1992-12-14,,177,15,1072,9,36,804,9,48,0,0,70
1690,SEAGATE,,ST1201E,3.5,ESDI,+,,,177,15,1072,9,36,804,9,48,0,0,70
1691,SEAGATE,,ST1201N,3.5,SCSI,+,1992-12-14,,177,15,1068,9,36,0,0,0,0,0,70
1692,SEAGATE,,ST1239A,3.5,AT,+,,,211,15,1272,9,36,954,12,36,0,0,70
1693,SEAGATE,,ST1239N,3.5,SCSI,,,,204,15,1268,9,36,0,0,0,0,0,150
1694,SEAGATE,,ST1239NS,3.5,SCSI2,Y,,,210,15,1268,9,36,0,0,0,0,0,150
1695,SEAGATE,,ST124-0,3H,MFM,N,1989-11-12,,21,40,615,4,17,0,0,0,,614,70
1700,SEAGATE,,ST125-0,3H,MFM,J,,,21,40,615,4,17,0,0,0,,614,70
1701,SEAGATE,,ST125-1,3H,MFM,J,,,21,28,615,4,17,0,0,0,,614,70
1696,SEAGATE,,ST125A-0,3H,AT-BUS,J,,,21,40,404,4,26,615,4,17,,403,70
1697,SEAGATE,,ST125A-1,3H,AT-BUS,J,,,21,28,404,4,26,0,0,0,,403,70
1698,SEAGATE,,ST125N-0,3H,SCSI,J,,,22,40,407,4,26,0,0,0,,406,70
1699,SEAGATE,,ST125N-1,3H,SCSI,J,,,22,28,407,4,26,0,0,0,,406,70
1702,SEAGATE,,ST1274A,3.5,IDE,,,,230,18,0,0,0,0,0,0,0,0,0
1703,SEAGATE,,ST137R,3H,RLL,N,,,38,40,615,4,26,0,0,0,,614,70
1710,SEAGATE,,ST138-0,3H,MFM,J,,,32,40,615,6,17,0,0,0,,614,70
1711,SEAGATE,,ST138-1,3H,MFM,J,,,32,28,615,6,17,0,0,0,,614,70
1704,SEAGATE,,ST138A-0,3H,AT-BUS,J,,,32,40,604,4,26,615,6,17,,603,70
1705,SEAGATE,,ST138A-1,3H,AT-BUS,J,,,32,28,604,4,25,615,6,17,,603,70
1706,SEAGATE,,ST138N-0,3H,SCSI,J,,,32,40,615,4,26,0,0,0,,614,70
1707,SEAGATE,,ST138N-1,3H,SCSI,J,,,32,28,615,4,26,0,0,0,,614,70
1708,SEAGATE,,ST138R-0,3H,RLL,J,,,33,40,615,4,26,0,0,0,,614,70
1709,SEAGATE,,ST138R-1,3H,RLL,J,,,33,28,615,4,26,0,0,0,,614,70
1712,SEAGATE,,ST1400A,3.5,AT,,,,331,14,1475,7,0,1018,12,53,0,0,150
1713,SEAGATE,,ST1400N,3.5,SCSI2,Y,,,331,14,1478,7,0,0,0,0,0,0,150
1714,SEAGATE,,ST1401A,3.5,IDE,Y,,,338,12,1121,9,0,726,15,61,0,0,150
1715,SEAGATE,,ST1401N,3.5,SCSI2,Y,,,338,12,1100,9,0,0,0,0,0,0,150
1716,SEAGATE,,ST1480A,3.5,IDE,Y,,,426,14,1474,9,0,895,15,62,0,0,150
1717,SEAGATE,,ST1480N,3.5,SCSI2,Y,,,426,14,1476,9,0,0,0,0,0,0,150
1718,SEAGATE,,ST151,3H,MFM,J,,,43,24,977,5,17,0,0,0,,976,50
1719,SEAGATE,,ST157A-0,3H,AT-BUS,J,,,45,40,560,6,26,1024,5,17,,559,70
1720,SEAGATE,,ST157A-1,3H,AT-BUS,J,,,45,28,560,6,26,1024,5,17,,559,70
1721,SEAGATE,,ST157N-0,3H,SCSI,J,,,49,40,615,6,26,0,0,0,,614,70
1722,SEAGATE,,ST157N-1,3H,SCSI,J,,,49,28,615,6,26,0,0,0,,614,70
1723,SEAGATE,,ST157R-0,3H,RLL,J,,,49,40,615,6,26,0,0,0,,614,70
1724,SEAGATE,,ST157R-1,3H,RLL,J,,,49,28,615,6,26,0,0,0,,614,70
1725,SEAGATE,,ST1581N,3.5,SCSI2,,,,525,14,1476,9,0,0,0,0,0,0,150
1726,SEAGATE,,ST177N,3H,SCSI,J,,,61,24,926,5,26,0,0,0,,925,50
1727,SEAGATE,,ST1980N,3.5,SCSI2,,,,860,11,1717,13,0,0,0,0,0,0,200
1728,SEAGATE,,ST206,5.2,MFM,,,,0,0,306,2,17,0,0,0,128,0,0
1729,SEAGATE,,ST2106E,5.2,ESDI,+,,,89,18,1024,5,34,0,0,0,0,0,100
1730,SEAGATE,,ST2106N,5.2,SCSI,+,,,89,18,1022,5,34,0,0,0,0,0,100
1731,SEAGATE,,ST212,5.2,MFM,,,,10,0,306,4,17,0,0,0,128,0,0
1732,SEAGATE,,ST2125N,5F,SCSI,+,,,110,18,1544,3,0,0,0,0,0,0,100
1733,SEAGATE,,ST213,,MFM,,,,11,65,615,2,17,0,0,0,300,0,0
1734,SEAGATE,,ST2160E,,ESDI,,,,94,0,0,0,0,0,0,0,0,0,0
1735,SEAGATE,,ST2182E,5F,ESDI,+,,,160,15,1453,4,54,0,0,0,0,0,100
1736,SEAGATE,,ST2209N,5F,SCSI,,,,183,18,1544,5,0,0,0,0,0,0,100
1737,SEAGATE,,ST224N,5H,SCSI,N,,,21,70,615,2,26,0,0,0,,0,100
1738,SEAGATE,,ST225,5H,MFM,N,,,21,65,615,4,17,0,0,0,300,614,100
1739,SEAGATE,,ST225N,5H,SCSI,N,,,21,65,615,4,17,0,0,0,300,614,100
1740,SEAGATE,,ST225R,5H,RLL,N,,,21,70,667,2,31,0,0,0,,666,100
1741,SEAGATE,,ST2274A,5F,AT,+,,,193,16,1747,5,54,1024,16,17,0,0,100
1742,SEAGATE,,ST2383A,5,AT,+,,,338,16,1747,7,54,1024,16,17,0,0,100
1743,SEAGATE,,ST2383E,5F,ESDI,+,,,337,16,1747,7,54,0,0,0,0,0,100
1744,SEAGATE,,ST2383N,5,SCSI,+,,,338,14,1261,7,0,0,0,0,0,0,100
1745,SEAGATE,,ST2384A,5.2,IDE,,,,330,18,0,0,0,0,0,0,0,0,0
1746,SEAGATE,,ST238R,5H,RLL,N,,,33,65,615,4,26,0,0,0,300,614,100
1747,SEAGATE,,ST2502N,5,SCSI,+,,,440,16,1756,7,0,0,0,0,0,0,100
1748,SEAGATE,,ST250N,5H,SCSI,N,,,43,70,0,2,0,0,0,0,,0,100
1749,SEAGATE,,ST250R,5H,RLL,N,,,42,70,667,4,31,0,0,0,,666,100
1753,SEAGATE,,ST251-0,5H,MFM,J,,,43,40,820,6,17,0,0,0,,819,100
1754,SEAGATE,,ST251-1,5H,MFM,J,,,43,28,820,6,17,0,0,0,,819,100
1750,SEAGATE,,ST251N-0,5H,SCSI,J,,,43,40,820,4,26,0,0,0,,819,70
1751,SEAGATE,,ST251N-1,5H,SCSI,J,,,43,28,630,4,34,0,0,0,,629,70
1752,SEAGATE,,ST251R-0,5H,RLL,J,,,62,40,820,6,26,0,0,0,,819,70
1755,SEAGATE,,ST252,5H,MFM,J,,,43,40,820,6,17,0,0,0,,819,100
1756,SEAGATE,,ST253,5,MFM,+,,,43,28,989,5,17,0,0,0,0,0,40
1757,SEAGATE,,ST274A,5,AT,+,,,66,28,948,5,26,941,8,17,0,0,40
1758,SEAGATE,,ST277,,MFM,,,,42,0,820,6,17,0,0,0,0,0,0
1759,SEAGATE,,ST277N-0,5H,SCSI,J,,,65,40,820,6,26,0,0,0,,819,70
1760,SEAGATE,,ST277N-1,5H,SCSI,J,,,65,28,628,6,34,0,0,0,,627,70
1761,SEAGATE,,ST277R-0,5H,RLL,J,,,66,40,820,6,26,0,0,0,,819,70
1762,SEAGATE,,ST277R-1,5H,RLL,J,,,66,28,820,6,26,0,0,0,,819,70
1763,SEAGATE,,ST278R,5H,RLL,J,,,66,40,820,6,26,0,0,0,,819,70
1764,SEAGATE,,ST279R,5,RLL,+,,,65,28,989,5,26,0,0,0,0,0,40
1765,SEAGATE,,ST280A,5,AT,+,,,71,29,1032,5,26,1024,8,17,0,0,40
1766,SEAGATE,,ST296N,5H,SCSI,J,,,85,28,820,6,34,0,0,0,,819,70
1767,SEAGATE,,ST3025A,3S,AT-BUS,J,,,21,20,1616,1,26,0,0,0,,1023,50
1768,SEAGATE,,ST3025N,3S,SCSI,J,,,21,20,0,0,0,0,0,0,,0,50
1769,SEAGATE,,ST3051A,3.5,AT,,,,43,16,820,0,0,0,0,0,0,0,150
1770,SEAGATE,,ST3057A,3S,AT-BUS,J,,,49,20,940,3,34,0,0,0,,1023,50
1771,SEAGATE,,ST3057N,3S,SCSI,J,,,49,20,0,0,0,0,0,0,,0,50
1772,SEAGATE,,ST3096A,3S,AT-BUS,J,,,84,20,1024,10,17,1024,10,17,,1023,50
1773,SEAGATE,,ST3096N,3S,SCSI,J,,,84,20,0,0,0,0,0,0,,0,50
1774,SEAGATE,,ST3120A,,AT,-,1992-12-14,,106,15,1024,3,34,1024,12,17,0,0,150
1775,SEAGATE,,ST3144A,,AT,,,,130,16,1001,3,85,1001,15,17,0,0,150
1776,SEAGATE,,ST3144N,3.5,SCSI,J,,,126,16,0,0,0,0,0,0,0,0,150
1777,SEAGATE,,ST325A,3S,AT-BUS,J,,,21,45,615,4,17,0,0,0,,614,50
1778,SEAGATE,,ST325N,3S,SCSI,J,,,21,45,0,0,0,0,0,0,,0,50
1779,SEAGATE,,ST325X,3S,XT,J,,,21,45,697,2,30,0,0,0,,614,50
