produzent,typ,cap,seek,inch,cyl,hds,sec,cyl_l,hds_l,sec_l,pre,lnd,controller,mtbf,lift,date,notiz,sektors_al,mb,satz
CMS,K40,43,0,5,1024,5,17,0,0,0,1024,0,MFM,0,,,,87040,42,276
CMS,K60,60,0,5,1024,7,17,0,0,0,1024,0,MFM,0,,,,121856,60,277
CMS,K70,71,0,5,1024,8,17,0,0,0,1024,0,MFM,0,,,,139264,68,278
CMS,K80,82,0,5,1024,9,17,0,0,0,1024,0,MFM,0,,,,156672,76,279
CMS,PSEXPRESS 150,150,17,5.25,0,0,0,0,0,0,0,0,ESDI,40,Y,,,0,0,280
CMS,PSEXPRESS 320,320,16,5.25,0,0,0,0,0,0,0,0,ESDI,40,Y,,,0,0,281
COGITO,CG 906,5,0,5.25,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,282
COGITO,CG 912,11,0,5.25,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,283
COGITO,CG 925,0,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,284
COGITO,PT 912,11,0,,612,2,17,0,0,0,307,0,MFM,0,,,,20808,10,285
COGITO,PT 925,21,0,,612,4,17,0,0,0,307,0,MFM,0,,,,41616,20,286
CONNER,CP-2020 KATO,21,23,2.5,0,2,0,0,0,0,0,0,SCSI,0,Y,,,0,0,287
CONNER,CP-2022,21,23,2.5,653,2,32,0,0,0,0,0,XT,40,+,1992-12-10,,41792,20,288
CONNER,CP-2024,21,23,2.5,653,2,32,0,0,0,0,0,AT,40,+,1992-12-10,,41792,20,289
CONNER,CP-2034 PANCHO,32,19,2.5,823,2,38,0,0,0,0,0,IDE,0,Y,,,0,0,290
CONNER,CP-2044 PANCHO,42,19,2.5,548,4,38,0,0,0,0,0,IDE,0,Y,,,0,0,291
CONNER,CP-2060,61,19,,823,4,38,0,0,0,0,0,IDE,0,,,,0,0,292
CONNER,CP-2064 PANCHO,64,19,2.5,823,4,38,0,0,0,0,0,IDE,0,Y,,,0,0,293
CONNER,CP-2064E,60,15,2.5,977,4,38,0,0,0,0,0,AT,0,,,,148504,73,294
CONNER,CP-2084,80,19,2.5,548,8,38,0,0,0,0,0,AT,0,,,,166592,81,295
CONNER,CP-2088,80,19,2.5,548,8,38,0,0,0,0,0,AT,0,,,,166592,81,296
CONNER,CP-2124,120,17,2.5,762,8,39,0,0,0,0,0,AT,0,,,,237744,116,297
CONNER,CP-3000,40,0,,1045,2,40,980,5,17,0,0,IDE,0,,,,0,0,298
CONNER,CP-30064,58,0,,1524,2,39,762,4,39,0,0,IDE,0,,,,0,0,299
CONNER,CP-30080 HOPI,84,19,3.5,0,4,0,0,0,0,0,0,SCSI,0,Y,,,0,0,300
CONNER,CP-30084E,80,17,3.5,1086,2,46,0,0,0,0,0,AT,0,,,,166152,81,301
CONNER,CP-30100,120,19,3.5,1522,4,39,761,8,39,0,0,SCSI,40,+,1992-12-10,,237432,116,302
CONNER,CP-30104,120,19,3.5,1522,4,39,762,8,39,0,0,AT,40,+,1992-12-10,,237432,116,303
CONNER,CP-30104H,114,19,3.5,1522,4,39,761,8,39,0,0,AT,0,,,,237744,116,304
CONNER,CP-30109,120,19,3.5,1522,4,39,761,8,39,0,0,MCA,40,+,1992-12-10,,237432,116,305
CONNER,CP-30174E,170,17,3.5,1806,4,46,0,0,0,0,0,AT,0,,,,332304,162,306
CONNER,CP-3020,21,27,3H,636,2,33,0,0,0,,635,SCSI,20,J,,,43248,21,307
CONNER,CP-30200,203,12,,2124,4,49,0,0,0,0,0,SCSI,0,,,,0,0,308
CONNER,CP-30204,212,12,3.5,2124,4,49,683,16,38,0,0,AT,0,,,,415264,203,309
CONNER,CP-3022,21,27,3.5,636,2,33,0,0,0,0,0,AT,20,+,1992-12-10,,41976,20,310
CONNER,CP-3024,21,27,3H,636,2,33,615,4,17,,635,AT-BUS,20,J,,,43248,21,311
CONNER,CP-30254,250,14,3.5,723,13,51,0,0,0,0,0,AT,0,,,,479349,234,312
CONNER,CP-3040,43,25,3H,1026,2,40,0,0,0,,1046,SCSI,20,J,,,85854,42,313
CONNER,CP-3044,43,25,3H,1047,2,41,980,5,17,,1046,AT-BUS,20,J,,,85854,42,314
CONNER,CP-30544,540,10,3.5,1023,16,63,0,0,0,0,0,AT,0,,,,1031184,504,315
CONNER,CP-3100,105,25,3H,776,8,33,0,0,0,,775,SCSI,20,J,,,211072,103,316
CONNER,CP-3102,105,25,3H,776,8,34,0,0,0,,775,AT-BUS,20,J,,,211072,103,317
CONNER,CP-3102B,75,26,,772,8,25,0,0,0,0,0,RLL,0,,,,154400,75,318
CONNER,CP-3104,105,25,3H,776,8,33,776,6,33,,775,AT-BUS,20,J,,,211072,103,319
CONNER,CP-3111,104,25,3.5,776,8,33,0,0,0,0,0,IDE,50,Y,,,204864,100,320
CONNER,CP-3114,112,25,3,832,8,33,832,8,33,0,0,AT,0,,,,219648,107,321
CONNER,CP-3180,104,25,3.5,832,6,33,0,0,0,0,0,SCSI,0,+,1992-12-10,,0,0,322
CONNER,CP-3184,83,25,3.5,832,6,33,1024,9,17,0,0,AT,0,+,1992-12-10,,0,0,323
CONNER,CP-3200,210,19,3H,1366,8,38,0,0,0,,1347,SCSI,20,J,,,420576,205,324
CONNER,CP-3200F,213,16,3.5,1366,8,38,0,0,0,0,0,SCSI,20,,1992-12-10,,415264,203,325
CONNER,CP-3204,210,19,3H,1348,8,38,683,16,38,,1347,AT-BUS,20,J,,,420576,205,326
CONNER,CP-3204F,213,16,3.5,1366,8,38,683,16,38,0,0,AT,20,+,1992-12-10,,415264,203,327
CONNER,CP-321,21,29,3.5,805,2,26,0,0,0,0,0,AT,20,+,1992-12-10,,41860,20,328
CONNER,CP-3360,360,12,3.5,1807,8,49,0,0,0,0,0,SCSI,0,,,,0,0,329
CONNER,CP-3364,360,12,3.5,1808,8,49,702,16,63,0,0,AT,0,,,,707616,346,330
CONNER,CP-340,40,29,3H,788,4,26,0,0,0,,787,SCSI,20,J,,,85104,42,331
CONNER,CP-341,42,29,3.5,805,4,26,0,0,0,0,0,AT,20,+,1992-12-10,,83720,41,332
CONNER,CP-342,43,29,3H,805,4,26,0,0,0,,804,AT-BUS,20,J,,,86940,42,333
CONNER,CP-343,42,29,3.5,805,4,26,0,0,0,0,0,IDE,0,Y,,,0,0,334
CONNER,CP-344,43,29,3H,805,4,26,0,0,0,,804,AT-BUS,20,J,,,86940,42,335
CONNER,CP-3500,510,12,3.5,0,12,0,0,0,0,0,0,SCSI,100,Y,,,0,0,336
CONNER,CP-3504,510,12,3.5,987,16,63,0,0,0,0,0,IDE,100,Y,,,0,0,337
CONNER,CP-3544,540,12,3.5,1808,12,49,1024,16,63,0,0,AT,0,,,,1031184,504,338
CONNER,CP-4024,22,29,3.5,627,2,34,0,0,0,0,0,AT,40,+,1992-12-10,,42636,21,339
CONNER,CP-4044,43,29,3.5,1104,2,38,0,0,0,0,0,AT,40,+,1992-12-10,,83904,41,340
CONNER,CP-4084,85,19,3.5,0,0,0,0,0,0,0,0,IDE,0,Y,,,0,0,341
CONNER,SRD3080,85,19,,822,4,41,0,0,0,0,0,IDE,0,,,,0,0,342
CONNER,SRD-3040,42,19,,822,2,41,0,0,0,0,0,IDE,0,,,,0,0,343
CORE,AT-30,32,21,5F,733,5,17,0,0,0,,732,MFM,50,J,,,62305,30,344
CORE,AT-30R,48,26,5.25,733,5,26,0,0,0,0,0,RLL,0,,,,0,0,345
CORE,AT-32,32,21,5H,733,5,17,0,0,0,,732,MFM,50,J,,,62305,30,346
CORE,AT-32R,42,21,5.25,733,5,26,0,0,0,0,0,RLL,0,,,,95290,47,347
CORE,AT-40,40,26,5F,924,5,17,0,0,0,,923,MFM,50,J,,,78540,38,348
CORE,AT-40R,60,26,5.25,924,5,26,0,0,0,0,0,RLL,0,,,,120120,59,349
CORE,AT-43,43,26,5H,988,5,17,0,0,0,,987,MFM,50,J,,,83980,41,350
CORE,AT-63,42,26,,988,5,17,0,0,0,0,0,RLL,0,,,,83980,41,351
CORE,AT-63R,60,26,5.25,988,5,26,0,0,0,0,0,RLL,0,,,,128440,63,352
CORE,AT-72,72,26,5F,924,5,17,0,0,0,,923,MFM,50,J,,,78540,38,353
CORE,AT-72R,107,26,5.25,924,9,26,0,0,0,0,0,RLL,0,,,,216216,106,354
CORE,HC-100,102,9,5F,379,15,36,0,0,0,,378,ESDI,50,J,,,204660,100,355
CORE,HC-1000S,1050,18,5.25,0,14,0,0,0,0,0,0,SCSI,150,Y,,,0,0,356
CORE,HC-100F,100,9,5.25,0,0,0,0,0,0,0,0,ESDI,150,Y,,,0,0,357
CORE,HC-150,86,16,,564,9,35,0,0,0,0,0,ESDI,0,,,,177660,87,358
CORE,HC-150,156,16,5.25,969,5,35,0,0,0,0,0,ESDI,0,,,,169575,83,359
CORE,HC-150F,156,16,5F,968,9,35,0,0,0,,967,ESDI,50,J,,,304920,149,360
CORE,HC-150H,157,17,5H,1250,7,36,0,0,0,,1249,ESDI,50,J,,,315000,154,361
CORE,HC-175,178,14,3H,1072,9,36,0,0,0,,1071,ESDI,50,J,,,347328,170,362
CORE,HC-200,200,16,5.25,0,8,0,0,0,0,0,0,IDE,150,Y,,,0,0,363
CORE,HC-260,260,25,5.25,1212,12,35,0,0,0,0,0,ESDI,0,,,,509040,249,364
CORE,HC-310,311,16,5.25,1582,12,35,0,0,0,0,0,ESDI,150,Y,,,664440,324,365
CORE,HC-310,328,15,5F,1224,15,36,0,0,0,,1223,ESDI,50,J,,,660960,323,366
CORE,HC-315,340,16,5.25,1447,8,57,0,0,0,0,0,ESDI,150,Y,,,659832,322,367
CORE,HC-380,380,16,5H,1412,15,35,0,0,0,,1411,ESDI,50,J,,,741300,362,368
CORE,HC-40,40,10,5F,564,4,35,0,0,0,,563,ESDI,50,J,,,78960,39,369
CORE,HC-650,658,17,5F,1661,15,53,0,0,0,,1660,ESDI,50,J,,,1320495,645,370
CORE,HC-650S,663,18,5.25,0,14,0,0,0,0,0,0,SCSI,150,Y,,,0,0,371
CORE,HC-655,680,16,5.25,1447,16,57,0,0,0,0,0,ESDI,150,Y,,,1319664,644,372
CORE,HC-90,91,16,5H,969,5,35,0,0,0,,968,ESDI,50,J,,,169575,83,373
CORE,OPTIMA-30R,48,21,5.25,733,5,26,0,0,0,0,0,RLL,0,,,,95290,47,374
CORE,OPTIMA-40R,64,26,5.25,963,5,26,0,0,0,0,0,RLL,0,,,,125190,61,375
CORE,OPTIMA-70R,109,26,5.25,918,9,26,0,0,0,0,0,RLL,0,,,,214812,105,376
CORE,OP-30,32,21,5H,733,5,17,0,0,0,,732,MFM,35,J,,,62305,30,377
CORE,OP-40,42,26,5H,963,5,17,0,0,0,,962,MFM,35,J,,,81855,40,378
CORE,OP-44,45,21,3H,733,7,17,0,0,0,,732,MFM,35,J,,,87227,43,379
CORE,OP-70,72,26,5F,918,9,17,0,0,0,,917,MFM,35,J,,,140454,69,380
CORE,OP-80,80,15,3H,1072,9,17,0,0,0,,1071,MFM,35,J,,,164016,80,381
CYNTHIA,D520,0,0,,640,4,17,0,0,0,0,0,MFM,0,,,,43520,21,382
CYNTHIA,D530,25,0,,987,3,17,0,0,0,0,0,MFM,0,,,,50337,25,383
CYNTHIA,D550,40,0,,987,5,17,0,0,0,0,0,MFM,0,,,,83895,41,384
CYNTHIA,D570,60,0,,987,7,17,0,0,0,0,0,MFM,0,,,,117453,57,385
CYNTHIA,D585,71,0,,1166,7,17,0,0,0,0,0,MFM,0,,,,138754,68,386
C. ITOH,YD-3042,43,26,,788,4,0,0,0,0,0,0,SCSI,0,,,,0,0,387
C. ITOH,YD-3082,87,26,,788,8,0,0,0,0,0,0,SCSI,0,,,,0,0,388
C. ITOH,YD-3530,32,0,,731,5,17,0,0,0,0,0,MFM,0,,,,62135,30,389
C. ITOH,YD-3540,0,26,,731,7,17,0,0,0,0,0,MFM,0,,,,86989,42,390
DATA GENERAL,6557,100,25,3.5,776,8,33,0,0,0,0,0,AT,0,,,,204864,100,391
DATA GENERAL,6597-B,156,16,5.25,1249,7,50,0,0,0,0,0,ESDI,0,,,,437150,213,392
DATA GENERAL,6664,200,19,3.5,1374,8,38,0,0,0,0,0,AT,0,,,,417696,204,393
DATA TECHNOLOGY,DTC-HF12,10,65,5.25,301,2,0,0,0,0,0,0,SCSI,10,,,,0,0,394
DATA TECHNOLOGY,DTC-HF24,20,60,5.25,506,2,78,0,0,0,0,0,SCSI,10,,,,78936,39,395
DATA-TECH,DTM-553,40,0,,1024,5,17,0,0,0,850,0,MFM,0,,,,87040,42,396
DATA-TECH,DTM-853,40,0,,640,8,17,0,0,0,256,0,MFM,0,,,,87040,42,397
DATA-TECH,DTM-885,70,0,,1024,8,17,0,0,0,950,0,MFM,0,,,,139264,68,398
DEC,RZ23,104,33,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,399
DEC,RZ24,209,24,3.5,0,0,0,0,0,0,0,0,SCSI,0,,,,0,0,400
DISCTRON,D-503,3,0,,153,2,17,0,0,0,0,0,MFM,0,,,,5202,3,401
DISCTRON,D-504,4,0,,215,2,17,0,0,0,0,0,MFM,0,,,,7310,4,402
DISCTRON,D-506,5,0,,153,4,17,0,0,0,0,0,MFM,0,,,,10404,5,403
DISCTRON,D-507,5,0,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,404
DISCTRON,D-509,8,0,,215,4,17,0,0,0,0,0,MFM,0,,,,14620,7,405
DISCTRON,D-512,11,0,,153,8,17,0,0,0,0,0,MFM,0,,,,20808,10,406
DISCTRON,D-513,11,0,,215,6,17,0,0,0,0,0,MFM,0,,,,21930,11,407
DISCTRON,D-514,11,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,408
DISCTRON,D-518,15,0,,215,8,17,0,0,0,0,0,MFM,0,,,,29240,14,409
DISCTRON,D-519,16,0,,306,6,17,0,0,0,0,0,MFM,0,,,,31212,15,410
DISCTRON,D-525,20,0,5.25,0,0,0,0,0,0,0,0,,0,,,,0,0,411
DISCTRON,D-526,21,0,,306,8,17,0,0,0,0,0,MFM,0,,,,41616,20,412
DISK TECH ONE,5007,5,0,,306,2,17,0,0,0,128,0,MFM,0,,,,10404,5,413
DISK TECH ONE,5014,10,0,,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,414
DISK TECH ONE,5019,15,0,,306,6,17,0,0,0,128,0,MFM,0,,,,31212,15,415
DISK TECH ONE,5026,20,0,,306,8,17,0,0,0,128,0,MFM,0,,,,41616,20,416
DMA,360/306,11,0,,612,2,17,0,0,0,0,0,MFM,0,,,,20808,10,417
DTM,853,0,0,,640,8,17,0,0,0,0,0,MFM,0,,,,87040,42,418
DTM,885,0,0,,1024,5,1,0,0,0,0,0,MFM,0,,,,5120,2,419
DTM,885,0,0,,1024,8,17,0,0,0,0,0,MFM,0,,,,139264,68,420
DYXTOR,XT-4230E,203,16,5F,1224,9,36,0,0,0,0,0,ESDI,100,+,1992-12-10,,396576,194,421
ELCOH,DISCACHE10,10,0,,320,4,17,0,0,0,0,0,MFM,0,,,,21760,11,422
ELCOH,DISCACHE20,20,0,,320,8,17,0,0,0,0,0,MFM,0,,,,43520,21,423
EMULEX,ER2E/760,663,17,5.25,0,0,0,0,0,0,0,0,ESDI,50,N,,,0,0,424
EMULEX,ES36/760-1,663,17,5.25,0,0,0,0,0,0,0,0,ESDI,0,N,,,0,0,425
EMULEX,E/760,663,18,5.25,0,0,0,0,0,0,0,0,ESDI,0,N,,,0,0,426
EPSON,HD 850,10,0,,306,4,17,0,0,0,0,0,MFM,0,,,,20808,10,427
EPSON,HD 860,0,0,,612,4,17,0,0,0,0,0,MFM,0,,,,41616,20,428
EPSON,HD-560,20,0,,0,0,0,0,0,0,0,0,,0,,,,0,0,429
EPSON,HD-720,21,29,3.5,614,4,17,0,0,0,0,0,MFM,23,,,,0,0,430
EPSON,HMD-720,21,67,3.5,614,4,17,0,0,0,0,0,MFM,23,-,1992-12-10,,41752,20,431
ESPERT,EP-340A,42,25,3.5,0,4,0,0,0,0,0,0,IDE,0,,,,0,0,432
FUJI,FK301,10,65,3.5,306,4,17,0,0,0,128,0,MFM,0,,,,20808,10,433
FUJI,FK302-13,10,65,3.5,612,2,17,0,0,0,307,0,MFM,0,,,,20808,10,434
FUJI,FK302-26,20,0,,612,4,17,0,0,0,307,0,MFM,0,,,,41616,20,435
FUJI,FK302-39,30,0,,612,6,17,0,0,0,307,0,MFM,0,,,,62424,30,436
FUJI,FK303-52,40,50,3.5,615,8,17,0,0,0,616,0,MFM,0,,,,83640,41,437
FUJI,FK305-26,20,80,3.5,615,4,17,0,0,0,616,0,MFM,0,,,,41820,20,438
FUJI,FK305-26R,0,0,3.5,615,0,26,0,0,0,0,0,RLL,0,,,,0,0,439
FUJI,FK305-39,30,80,3.5,615,6,17,0,0,0,616,0,MFM,0,,,,62730,31,440
FUJI,FK305-39R,31,50,3.5,615,4,26,0,0,0,616,0,RLL,0,,,,63960,31,441
FUJI,FK305-58R,46,50,3.5,615,6,26,0,0,0,616,0,RLL,0,,,,95940,47,442
FUJI,FK308S-39R,32,50,3.5,615,4,0,0,0,0,0,0,SCSI,0,,,,0,0,443
FUJI,FK308S-58R,45,50,3.5,615,6,0,0,0,0,0,0,SCSI,0,,,,0,0,444
FUJI,FK309S-50R,41,50,3.5,615,4,0,0,0,0,0,0,SCSI,0,,,,0,0,445
FUJI,FK309-26,21,60,3.5,615,4,17,0,0,0,300,0,MFM,0,,1992-12-10,,41820,20,446
FUJI,FK309-39,33,60,3.5,615,4,26,0,0,0,0,0,RLL,0,,1992-12-10,,63960,31,447
FUJI,FK309-39R,0,0,,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,448
FUJI,FK309-58,49,40,3.5,615,6,26,0,0,0,0,0,RLL,0,,1992-12-10,,95940,47,449
FUJITSU,2230 AS,5,0,,320,2,17,0,0,0,0,0,MFM,0,,,,10880,5,450
FUJITSU,2233 AS,10,0,,320,4,17,0,0,0,0,0,MFM,0,,,,21760,11,451
FUJITSU,2234 AS,15,0,,320,6,17,0,0,0,0,0,MFM,0,,,,32640,16,452
FUJITSU,2235 AS,21,0,,320,8,17,0,0,0,0,0,MFM,0,,,,43520,21,453
FUJITSU,2241 AS,25,0,,754,4,17,0,0,0,0,0,MFM,0,,,,51272,25,454
FUJITSU,2244E,70,25,,823,5,35,0,0,0,0,0,ESDI,0,,,,144025,70,455
FUJITSU,2244SA,70,25,,823,5,35,0,0,0,0,0,SCSI,0,,,,144025,70,456
FUJITSU,2245E,98,25,,823,7,35,0,0,0,0,0,ESDI,0,,,,201635,98,457
FUJITSU,M2225D2,20,35,3H,615,4,17,0,0,0,,614,MFM,30,N,,,41820,20,458
FUJITSU,M2225DR,31,35,,615,4,26,0,0,0,0,0,RLL,0,,,,63960,31,459
FUJITSU,M2226D2,30,35,3H,615,6,17,0,0,0,,614,MFM,30,N,,,62730,31,460
FUJITSU,M2226DR,46,35,,615,6,26,0,0,0,0,0,RLL,0,,,,95940,47,461
FUJITSU,M2227D2,40,35,3H,615,8,17,0,0,0,,614,MFM,30,+,,,83640,41,462
FUJITSU,M2227DR,62,35,3.5,615,8,26,0,0,0,0,0,RLL,0,,,,127920,62,463
FUJITSU,M2230AS,5,80,5,320,2,17,0,0,0,,319,MFM,0,N,,,10880,5,464
FUJITSU,M2230AT,5,80,5,320,2,17,0,0,0,,319,MFM,0,N,,,10880,5,465
FUJITSU,M2231,5,0,,306,2,17,0,0,0,0,0,MFM,0,,,,10404,5,466
FUJITSU,M2233AS,10,80,5,320,4,17,0,0,0,,319,MFM,0,N,,,21760,11,467
FUJITSU,M2233AT,10,80,5,320,4,17,0,0,0,,319,MFM,0,N,,,21760,11,468
FUJITSU,M2234AS,15,80,5,320,6,17,0,0,0,,319,MFM,0,N,,,32640,16,469
FUJITSU,M2235AS,20,80,5,320,8,17,0,0,0,,319,MFM,0,N,,,43520,21,470
FUJITSU,M2241AS,18,0,,754,3,0,0,0,0,0,0,,0,,,,0,0,471
FUJITSU,M2241AS2,25,30,5F,754,4,17,0,0,0,375,753,MFM,30,J,,,51272,25,472
FUJITSU,M2242AS2,43,30,5F,754,7,17,0,0,0,375,753,MFM,30,J,,,89726,44,473
FUJITSU,M2243AS2,68,30,5F,754,11,17,0,0,0,,753,MFM,30,J,,,140998,69,474
FUJITSU,M2243R,111,25,5H,1186,7,26,0,0,0,,1185,MFM,30,J,,,215852,105,475
FUJITSU,M2243T,68,25,5H,1186,7,17,0,0,0,,1185,MFM,30,J,,,141134,69,476
FUJITSU,M2244E,67,25,5F,823,5,35,0,0,0,,822,ESDI,30,J,,,144025,70,477
FUJITSU,M2244S,80,25,5F,823,5,65,0,0,0,,822,SCSI,30,J,,,267475,131,478
FUJITSU,M2244SA,80,25,5F,823,5,35,0,0,0,,822,SCSI,30,J,,,144025,70,479
FUJITSU,M2244SB,80,25,5F,823,5,19,0,0,0,,822,SCSI,30,J,,,78185,38,480
FUJITSU,M2245E,94,25,5F,823,7,35,0,0,0,,822,ESDI,30,J,,,201635,98,481
FUJITSU,M2245S,112,25,5F,823,7,65,0,0,0,,822,SCSI,30,J,,,374465,183,482
FUJITSU,M2245SA,112,25,5F,823,7,35,0,0,0,,822,SCSI,30,J,,,201635,98,483
FUJITSU,M2245SB,112,25,5F,823,7,19,0,0,0,,822,SCSI,30,J,,,109459,53,484
FUJITSU,M2246E,134,25,5F,823,10,35,0,0,0,,822,ESDI,30,J,,,288050,141,485
FUJITSU,M2246S,160,25,5F,823,10,65,0,0,0,,822,SCSI,30,J,,,534950,261,486
FUJITSU,M2246SA,160,25,5F,823,10,35,0,0,0,,822,SCSI,30,J,,,288050,141,487
FUJITSU,M2246SB,160,25,5F,823,10,19,0,0,0,,822,SCSI,30,J,,,156370,76,488
FUJITSU,M2247E,143,18,5F,1243,7,35,0,0,0,,1242,ESDI,30,J,,,304535,149,489
FUJITSU,M2247S,138,18,5F,1243,7,65,0,0,0,,1242,SCSI,30,J,,,565565,276,490
FUJITSU,M2247SA,138,18,5F,1243,7,35,0,0,0,,1242,SCSI,30,J,,,304535,149,491
FUJITSU,M2247SB,138,18,5F,1243,7,19,0,0,0,,1242,SCSI,30,J,,,165319,81,492
FUJITSU,M2248E,224,18,5F,1243,11,35,0,0,0,,1242,ESDI,30,J,,,478555,234,493
FUJITSU,M2248S,221,18,5F,1243,11,65,0,0,0,,1242,SCSI,30,J,,,888745,434,494
FUJITSU,M2248SA,221,18,5F,1243,11,35,0,0,0,,1242,SCSI,30,J,,,478555,234,495
FUJITSU,M2248SB,221,18,5F,1243,11,19,0,0,0,,1242,SCSI,30,J,,,259787,127,496
FUJITSU,M2249E,306,18,5F,1243,15,35,0,0,0,,1242,ESDI,30,J,,,652575,319,497
FUJITSU,M2249S,303,18,5F,1243,15,65,0,0,0,,1242,SCSI,30,J,,,1211925,592,498
FUJITSU,M2249SA,303,18,5F,1243,15,35,0,0,0,,1242,SCSI,30,J,,,652575,319,499
FUJITSU,M2249SB,303,18,5F,1243,15,19,0,0,0,,1242,SCSI,30,J,,,354255,173,500
FUJITSU,M2261E,326,16,5F,1658,8,53,0,0,0,,1657,ESDI,30,J,,,702992,343,501
FUJITSU,M2261H,321,16,5F,1658,8,95,0,0,0,,1657,SCSI,30,J,,,1260080,615,502
FUJITSU,M2261HA,357,16,5F,1658,8,53,0,0,0,,1657,SCSI,30,J,,,702992,343,503
FUJITSU,M2261HB,375,16,5F,1658,8,28,0,0,0,,1657,SCSI,30,J,,,371392,181,504
FUJITSU,M2261S,321,16,5F,1658,8,95,0,0,0,,1657,SCSI,30,J,,,1260080,615,505
FUJITSU,M2261SA,357,16,5F,1658,8,53,0,0,0,,1657,SCSI,30,J,,,702992,343,506
FUJITSU,M2261SB,375,16,5F,1658,8,28,0,0,0,,1657,SCSI,30,J,,,371392,181,507
FUJITSU,M2262E,448,16,5F,1658,11,53,0,0,0,,1657,ESDI,30,J,,,966614,472,508
FUJITSU,M2262H,442,16,5F,1658,11,95,0,0,0,,1657,SCSI,30,J,,,1732610,846,509
FUJITSU,M2262HA,492,16,5F,1658,11,53,0,0,0,,1657,SCSI,30,J,,,966614,472,510
FUJITSU,M2262HB,518,16,5F,1658,11,28,0,0,0,,1657,SCSI,30,J,,,510664,249,511
FUJITSU,M2262S,442,16,5F,1658,11,95,0,0,0,,1657,SCSI,30,J,,,1732610,846,512
FUJITSU,M2262SA,492,16,5F,1658,11,53,0,0,0,,1657,SCSI,30,J,,,966614,472,513
FUJITSU,M2262SB,518,16,5F,1658,11,28,0,0,0,,1657,SCSI,30,J,,scsi,510664,249,514
FUJITSU,M2263E,670,16,5F,1658,15,53,0,0,0,,1657,ESDI,200,J,1989-01-12,,1318110,644,515
FUJITSU,M2263H,670,16,5F,1658,15,95,0,0,0,,1657,SCSI,200,J,1989-01-12,,2362650,1154,516
FUJITSU,M2263HA,670,16,5F,1658,15,53,0,0,0,,1657,SCSI,200,J,1989-01-12,,1318110,644,517
FUJITSU,M2263HB,708,16,5F,1658,15,28,0,0,0,,1657,SCSI,200,J,1989-01-12,,696360,340,518
FUJITSU,M2263S,603,16,5F,1658,15,95,0,0,0,,1657,SCSI,200,J,1989-01-12,,2362650,1154,519
FUJITSU,M2263SA,762,16,5F,1658,15,53,0,0,0,,1657,SCSI,200,J,1989-01-12,,1318110,644,520
FUJITSU,M2263SB,708,16,5F,1658,15,28,0,0,0,,1657,SCSI,200,J,1989-01-12,,696360,340,521
FUJITSU,M2266SA/HA,1082,15,5F,1658,15,85,0,0,0,0,0,SCSI2,65,+,1992-12-10,,2113950,1032,522
FUJITSU,M2266SB/HB,1140,15,5F,1658,15,0,0,0,0,0,0,SCSI,65,,1992-12-10,,0,0,523
FUJITSU,M2266S/H,955,15,5F,1658,15,0,0,0,0,0,0,SCSI,65,,1992-12-10,,0,0,524
FUJITSU,M2344KS,690,16,,624,27,0,0,0,0,0,0,SCSI,0,,,,0,0,525
FUJITSU,M2392K,2020,0,8,0,0,0,0,0,0,0,0,ESMD,0,,,,0,0,526
FUJITSU,M2611S,45,25,3H,1334,2,34,0,0,0,,1333,SCSI,30,J,,,90712,44,527
FUJITSU,M2611T,45,25,3H,1334,2,33,0,0,0,,1333,AT-BUS,30,J,,,88044,43,528
FUJITSU,M2612 ESAI,91,20,3.5,1334,4,34,0,0,0,0,0,SCSI,50,,,,181424,89,529
FUJITSU,M2612S /ESA,90,25,3H,1334,4,34,0,0,0,,1333,SCSI,30,J,,,181424,89,530
FUJITSU,M2612T /ET,90,25,3H,1334,4,33,0,0,0,,1333,AT-BUS,30,J,,,176088,86,531
FUJITSU,M2613S /ESA,135,25,3H,1334,6,34,0,0,0,,1333,SCSI,50,J,,,272136,133,532
FUJITSU,M2613T /ET,135,25,3H,1334,6,33,0,0,0,,1333,AT-BUS,30,J,,,264132,129,533
FUJITSU,M2614S /ESA,180,25,3H,1334,8,34,0,0,0,,1333,SCSI,30,J,,,362848,177,534
FUJITSU,M2614T /ET,180,25,3H,1334,8,33,0,0,0,,1333,AT-BUS,30,J,,,352176,172,535
FUJITSU,M2616EAS,105,20,3.5,1542,4,34,0,0,0,0,0,SCSI,50,,,,209712,102,536
FUJITSU,M2616ET,104,20,3.5,1542,4,33,0,0,0,0,0,AT,50,,,,203544,99,537
FUJITSU,M2617T,105,16,3.5,1005,4,51,0,0,0,0,0,AT,0,,,,205020,100,538
FUJITSU,M2618T,210,16,3.5,1005,8,51,0,0,0,0,0,AT,0,,,,410040,200,539
FUJITSU,M2622SA,330,12,3.5,1435,7,70,0,0,0,0,0,SCSI2,200,,,,703150,343,540
FUJITSU,M2622T,320,12,3.5,1435,7,69,0,0,0,0,0,AT,200,,,,693105,338,541
